UNIPROT.K562	gene_name	mf	method.K562	final_score.K562	UNIPROT.LAMA84	method.LAMA84	final_score.LAMA84	conc
Q9Y3U8	RPL36	other	proteoscore	-0.702659	Q9Y3U8	proteoscore	-0.658612	0.462779649
Q15382	RHEB	other	proteoscore	-0.489851	Q15382	proteoscore	-0.93461	0.457819643
P60228	EIF3E	other	proteoscore	-0.605011	P60228	proteoscore	-0.755201	0.456904912
Q12849	GRSF1	other	proteoscore	-0.477188	Q12849	proteoscore	-0.956967	0.456653169
O95429	BAG4	other	proteoscore	-1.05853	O95429	proteoscore	-0.430353	0.455541561
Q9HBF4	ZFYVE1	other	proteoscore	0.591328	Q9HBF4	proteoscore	0.770216	0.455450287
Q9H2P9	DPH5	other	proteoscore	-0.571974	Q9H2P9	proteoscore	-0.792544	0.453314562
Q149N8	SHPRH	other	proteoscore	-0.52654	Q149N8	proteoscore	-0.856204	0.450825654
Q5XPI4	RNF123	other	proteoscore	0.711077	Q5XPI4	proteoscore	0.632198	0.449541457
Q9UBQ5	EIF3K	other	proteoscore	-0.859619	Q9UBQ5	proteoscore	-0.519006	0.446147419
Q15056	EIF4H	other	proteoscore	-0.425284	Q15056	proteoscore	-1.03855	0.441678698
P13639	EEF2	other	proteoscore	-0.622686	P13639	proteoscore	-0.708734	0.44131874
Q14181	POLA2	other	proteoscore	-0.458355	Q14181	proteoscore	-0.943223	0.432330978
Q8NC42	RNF149	other	proteoscore	-0.51027	Q8NC42	proteoscore	-0.842621	0.429964218
O43318	MAP3K7	kin	proteoscore	-0.654704	O43318	proteoscore	-0.652714	0.427334467
Q15052	ARHGEF6	other	proteoscore	-0.878518	Q15052	proteoscore	-0.485789	0.426774381
Q9C0B5	ZDHHC5	other	proteoscore	-0.523402	Q9C0B5	proteoscore	-0.809184	0.423528524
P07339	CTSD	other	proteoscore	0.942529	P07339	proteoscore	0.442896	0.417442324
Q9NPG3	UBN1	other	proteoscore	-0.763749	Q9NPG3	proteoscore	-0.544498	0.415859803
Q92598	HSPH1	other	proteoscore	-0.580513	Q92598	proteoscore	-0.712361	0.413534821
O43772	SLC25A20	other	proteoscore	0.660456	O43772	proteoscore	0.625334	0.413005592
P52895	AKR1C2	other	proteoscore	0.988759	P52895	proteoscore	0.417589	0.412894882
Q9Y624	F11R	other	proteoscore	0.659257	Q9Y624	proteoscore	0.62533	0.41225318
Q6Y7W6	GIGYF2	other	proteoscore	-0.531085	Q6Y7W6	proteoscore	-0.76701	0.407347506
P61289	PSME3	other	proteoscore	-0.479368	P61289	proteoscore	-0.84886	0.40691632
P60842	EIF4A1	other	proteoscore	-0.621007	P60842	proteoscore	-0.652985	0.405508256
P07858	CTSB	other	proteoscore	0.916689	P07858	proteoscore	0.43927	0.402673977
Q99584	S100A13	other	proteoscore	0.681544	Q99584	proteoscore	0.590763	0.402630978
P62851	RPS25	other	proteoscore	-0.787908	P62851	proteoscore	-0.509561	0.401487188
Q9NSY1	BMP2K	kin	proteoscore	-0.585755	Q9NSY1	proteoscore	-0.685086	0.40129255
Q7Z5L9	IRF2BP2	tf	proteoscore	-0.622832	Q7Z5L9	proteoscore	-0.64204	0.399883057
Q86UK7	ZNF598	other	proteoscore	-0.543619	Q86UK7	proteoscore	-0.733357	0.398666799
O75822	EIF3J	other	proteoscore	-0.510927	O75822	proteoscore	-0.777452	0.397221218
Q92997	DVL3	other	proteoscore	-0.590466	Q92997	proteoscore	-0.67105	0.396232209
P33981	TTK	kin	proteoscore	-0.481554	P33981	proteoscore	-0.822073	0.395872541
Q8IVM0	CCDC50	other	proteoscore	-0.433631	Q8IVM0	proteoscore	-0.908536	0.393969374
Q9Y5T5	USP16	tf	proteoscore	-0.53278	Q9Y5T5	proteoscore	-0.735574	0.391899116
Q8WWM7	ATXN2L	other	proteoscore	-0.575659	Q8WWM7	proteoscore	-0.679528	0.391176409
P54098	POLG	other	proteoscore	0.526203	P54098	proteoscore	0.737354	0.387997887
Q86XI2	NCAPG2	other	proteoscore	-0.689444	Q86XI2	proteoscore	-0.562257	0.387644715
Q96IG2	FBXL20	other	proteoscore	0.806816	Q96IG2	proteoscore	0.475442	0.383594213
Q4G0N4	NADK2	kin	proteoscore	0.569915	Q4G0N4	proteoscore	0.66967	0.381654978
Q9NR30	DDX21	other	proteoscore	-0.861563	Q9NR30	proteoscore	-0.442915	0.381599176
Q6WKZ4	RAB11FIP1	other	proteoscore	-0.509224	Q6WKZ4	proteoscore	-0.745814	0.379786388
P20290	BTF3	other	proteoscore	-0.654712	P20290	proteoscore	-0.577138	0.377859174
Q9UNE7	STUB1	other	proteoscore	-0.573878	Q9UNE7	proteoscore	-0.654684	0.375708745
Q13347	EIF3I	other	proteoscore	-0.648122	Q13347	proteoscore	-0.566331	0.36705158
Q15742	NAB2	tf	proteoscore	-0.583166	Q15742	proteoscore	-0.628102	0.366287731
P51649	ALDH5A1	other	proteoscore	0.719561	P51649	proteoscore	0.497168	0.357742703
O15371	EIF3D	other	proteoscore	-0.595983	O15371	proteoscore	-0.599312	0.357179764
Q9UPW6	SATB2	tf	proteoscore	-0.596376	Q9UPW6	proteoscore	-0.593874	0.354172201
Q9Y2K7	KDM2A	tf	proteoscore	-0.705993	Q9Y2K7	proteoscore	-0.498822	0.35216484
Q9NYY8	FASTKD2	other	proteoscore	-0.518632	Q9NYY8	proteoscore	-0.672403	0.348729713
P53007	SLC25A1	other	proteoscore	0.797859	P53007	proteoscore	0.43682	0.348520768
Q9H6E5	TUT1	other	proteoscore	-0.607913	Q9H6E5	proteoscore	-0.569704	0.346330468
Q92547	TOPBP1	other	proteoscore	-0.433257	Q92547	proteoscore	-0.797477	0.345512493
O15294	OGT	other	proteoscore	-0.58584	O15294	proteoscore	-0.589324	0.345249572
Q12968	NFATC3	tf	proteoscore	-0.68836	Q12968	proteoscore	-0.500327	0.344405094
P08238	HSP90AB1	other	proteoscore	-0.438691	P08238	proteoscore	-0.779588	0.341998239
P49327	FASN	other	proteoscore	-0.648291	P49327	proteoscore	-0.527277	0.341828934
Q9Y223	GNE	kin	proteoscore	-0.307982	Q9Y223	proteoscore	-1.09897	0.338462979
Q6PML9	SLC30A9	tf	proteoscore	0.64211	Q6PML9	proteoscore	0.524604	0.336853474
Q14152	EIF3A	other	proteoscore	-0.622714	Q14152	proteoscore	-0.53917	0.335748707
P12694	BCKDHA	other	proteoscore	0.647446	P12694	proteoscore	0.514644	0.333204199
P47813	EIF1AX	other	proteoscore	-0.580384	P47813	proteoscore	-0.573586	0.332900137
Q2NKX8	ERCC6L	other	proteoscore	-0.529689	Q2NKX8	proteoscore	-0.62458	0.330833156
Q96K19	RNF170	other	proteoscore	0.524136	Q96K19	proteoscore	0.627653	0.328975533
O75381	PEX14	tf	proteoscore	-0.452941	O75381	proteoscore	-0.722489	0.32724489
P78344	EIF4G2	other	proteoscore	-0.770998	P78344	proteoscore	-0.422719	0.325915504
Q13257	MAD2L1	other	proteoscore	-0.809297	Q13257	proteoscore	-0.40122	0.324706142
Q9GZR7	DDX24	other	proteoscore	-0.85267	Q9GZR7	proteoscore	-0.379843	0.323880731
P40692	MLH1	other	proteoscore	-0.725423	P40692	proteoscore	-0.444931	0.322763181
Q16643	DBN1	other	proteoscore	-0.359445	Q16643	proteoscore	-0.895873	0.32201707
Q8WW12	PCNP	other	proteoscore	-0.302325	Q8WW12	proteoscore	-1.06259	0.321247522
P23588	EIF4B	other	proteoscore	-0.596285	P23588	proteoscore	-0.527995	0.314835499
P51825	AFF1	other	proteoscore	-0.421061	P51825	proteoscore	-0.74628	0.314229403
P40429	RPL13A	other	proteoscore	-0.561654	P40429	proteoscore	-0.559219	0.314087588
Q92667	AKAP1	other	proteoscore	-0.538	Q92667	proteoscore	-0.579555	0.31180059
Q8N3P4	VPS8	other	proteoscore	0.448115	Q8N3P4	proteoscore	0.695539	0.311681459
Q9BXW9	FANCD2	other	proteoscore	-0.634634	Q9BXW9	proteoscore	-0.488439	0.309979996
P11142	HSPA8	other	proteoscore	-0.522645	P11142	proteoscore	-0.590869	0.308814729
P50748	KNTC1	other	proteoscore	-0.45831	P50748	proteoscore	-0.670558	0.307323437
P30044	PRDX5	other	proteoscore	0.690134	P30044	proteoscore	0.44336	0.30597781
Q13283	G3BP1	other	proteoscore	-0.448482	Q13283	proteoscore	-0.681293	0.305547647
P07711	CTSL	other	proteoscore	0.813976	P07711	proteoscore	0.371516	0.302405108
Q9Y4D8	HECTD4	other	proteoscore	0.520059	Q9Y4D8	proteoscore	0.581287	0.302303536
Q7L2E3	DHX30	other	proteoscore	-0.520286	Q7L2E3	proteoscore	-0.577402	0.300414177
Q9H9Y6	POLR1B	other	proteoscore	-0.552063	Q9H9Y6	proteoscore	-0.54013	0.298185788
P60604	UBE2G2	other	proteoscore	-0.606564	P60604	proteoscore	-0.488851	0.296519418
P49840	GSK3A	kin	PhosphoScore	-0.544305	P49840	VIPER	-0.542641017	0.295362219
O75791	GRAP2	other	proteoscore	-0.546189	O75791	proteoscore	-0.534561	0.291971338
P30613	PKLR	kin	proteoscore	0.999239	P30613	proteoscore	0.290424	0.290202987
P05166	PCCB	other	proteoscore	0.549524	P05166	proteoscore	0.523352	0.287594484
O15226	NKRF	tf	proteoscore	-0.5239	O15226	proteoscore	-0.547981	0.287087246
P55199	ELL	other	proteoscore	-0.591165	P55199	proteoscore	-0.48403	0.286141595
P62888	RPL30	other	proteoscore	-0.612463	P62888	proteoscore	-0.466968	0.286000622
P78318	IGBP1	other	proteoscore	-0.379107	P78318	proteoscore	-0.745153	0.282492718
P26641	EEF1G	other	proteoscore	-0.523391	P26641	proteoscore	-0.539697	0.282472553
Q07864	POLE	other	proteoscore	-0.483236	Q07864	proteoscore	-0.583119	0.281784093
O14949	UQCRQ	other	proteoscore	0.669015	O14949	proteoscore	0.41951	0.280658483
P24752	ACAT1	other	proteoscore	0.671038	P24752	proteoscore	0.415182	0.278602899
O15372	EIF3H	other	proteoscore	-0.659328	O15372	proteoscore	-0.420767	0.277423465
O00303	EIF3F	other	proteoscore	-0.604466	O00303	proteoscore	-0.458491	0.277142221
P48506	GCLC	other	proteoscore	0.723983	P48506	proteoscore	0.381232	0.276005487
P46379	BAG6	other	proteoscore	-0.365806	P46379	proteoscore	-0.752765	0.275365954
O15160	POLR1C	other	proteoscore	-0.463341	O15160	proteoscore	-0.592607	0.27457912
Q8NEZ5	FBXO22	other	proteoscore	-0.860675	Q8NEZ5	proteoscore	-0.316416	0.272331341
P25440	BRD2	kin	proteoscore	-0.700703	P25440	proteoscore	-0.386948	0.271135624
Q8IXJ6;Q8IXJ6	SIRT2	other	proteoscore	0.611547	Q8IXJ6;Q8IXJ6	proteoscore	0.442493	0.270605267
P35221	CTNNA1	other	proteoscore	-0.294405	P35221	proteoscore	-0.919145	0.270600884
O95168	NDUFB4	other	proteoscore	0.686127	O95168	proteoscore	0.394053	0.270370403
Q9NV88	INTS9	other	proteoscore	-0.310829	Q9NV88	proteoscore	-0.863852	0.268510253
Q14157	UBAP2L	other	proteoscore	-0.404124	Q14157	proteoscore	-0.656233	0.265199505
P11310	ACADM	other	proteoscore	0.462001	P11310	proteoscore	0.567364	0.262122735
O94822	LTN1	other	proteoscore	-0.508501	O94822	proteoscore	-0.514779	0.261765636
P29597	TYK2	kin	proteoscore	0.380637	P29597	proteoscore	0.68696	0.261482394
O14757	CHEK1	kin	VIPER	-0.585884597	O14757	VIPER	-0.441343071	0.258576107
Q8IX07	ZFPM1	tf	proteoscore	0.694269	Q8IX07	proteoscore	0.371152	0.257679328
P61020	RAB5B	other	proteoscore	0.372482	P61020	proteoscore	0.690552	0.25721819
Q9BZV1	UBXN6	other	proteoscore	0.805572	Q9BZV1	proteoscore	0.31896	0.256945245
Q9H773	DCTPP1	other	proteoscore	-0.678685	Q9H773	proteoscore	-0.375046	0.254538095
Q8WUX9	CHMP7	other	proteoscore	-0.421498	Q8WUX9	proteoscore	-0.602589	0.253990058
P62750	RPL23A	other	proteoscore	-0.763092	P62750	proteoscore	-0.332088	0.253413696
Q9Y4R8	TELO2	other	proteoscore	-0.544337	Q9Y4R8	proteoscore	-0.464597	0.252897337
P50990	CCT8	other	proteoscore	-0.342493	P50990	proteoscore	-0.737289	0.252516321
O00410	IPO5	other	proteoscore	-0.407314	O00410	proteoscore	-0.610827	0.248798389
Q15067	ACOX1	other	proteoscore	-0.470717	Q15067	proteoscore	-0.528067	0.248570114
P13995	MTHFD2	other	proteoscore	-0.248047	P13995	proteoscore	-0.995178	0.246850917
P42892;P42892	ECE1	other	proteoscore	-0.687067	P42892;P42892	proteoscore	-0.358938	0.246614455
P82912	MRPS11	other	proteoscore	0.452443	P82912	proteoscore	0.534508	0.241834403
P52434	POLR2H	other	proteoscore	-0.352543	P52434	proteoscore	-0.681725	0.240337377
Q08431	MFGE8	other	proteoscore	0.59584	Q08431	proteoscore	0.402314	0.239714774
O94925;O94925	GLS	other	proteoscore	-0.362495	O94925;O94925	proteoscore	-0.655752	0.237706821
Q15773	MLF2	other	proteoscore	-0.486278	Q15773	proteoscore	-0.482816	0.234782799
Q86YP4	GATAD2A	other	proteoscore	-0.377702	Q86YP4	proteoscore	-0.621275	0.23465681
O00459	PIK3R2	other	proteoscore	0.570271	O00459	proteoscore	0.404528	0.230690587
Q13085	ACACA	other	proteoscore	-0.409595	Q13085	proteoscore	-0.56136	0.229930249
Q00341	HDLBP	other	proteoscore	-0.302391	Q00341	proteoscore	-0.75932	0.229611534
Q9BW92	TARS2	other	proteoscore	0.479818	Q9BW92	proteoscore	0.47548	0.228143863
Q9H2U1	DHX36	other	proteoscore	-0.611332	Q9H2U1	proteoscore	-0.372314	0.227607462
P17812	CTPS1	other	proteoscore	-0.444586	P17812	proteoscore	-0.51162	0.227459089
P04040	CAT	other	proteoscore	0.722438	P04040	proteoscore	0.313821	0.226716216
Q14671	PUM1	other	proteoscore	-0.34354	Q14671	proteoscore	-0.649169	0.223015518
Q99873	PRMT1	other	proteoscore	-0.745787	Q99873	proteoscore	-0.298771	0.222819528
Q9Y262	EIF3L	other	proteoscore	-0.431991	Q9Y262	proteoscore	-0.514366	0.222201483
P46777	RPL5	other	proteoscore	-0.394086	P46777	proteoscore	-0.562245	0.221572883
P14373	TRIM27	tf	proteoscore	-0.328502	P14373	proteoscore	-0.672389	0.220881131
P60866	RPS20	other	proteoscore	-0.413973	P60866	proteoscore	-0.528666	0.21885345
Q96G23	CERS2	other	proteoscore	-0.379889	Q96G23	proteoscore	-0.575496	0.2186246
P30519	HMOX2	other	proteoscore	-0.262609	P30519	proteoscore	-0.830374	0.218063686
Q06210;Q06210	GFPT1	other	proteoscore	-0.219887	Q06210;Q06210	proteoscore	-0.990411	0.217778504
P55884	EIF3B	other	proteoscore	-0.683811	P55884	proteoscore	-0.317607	0.21718316
O95149	SNUPN	other	proteoscore	-0.538309	O95149	proteoscore	-0.401681	0.216228497
Q13885	TUBB2A	other	proteoscore	0.573177	Q13885	proteoscore	0.372509	0.213513591
Q9HAV4	XPO5	other	proteoscore	-0.420684	Q9HAV4	proteoscore	-0.506228	0.21296202
O60934	NBN	other	PhosphoScore	0.564403	O60934	proteoscore	0.37683	0.212683982
P48735	IDH2	other	proteoscore	0.595603	P48735	proteoscore	0.355177	0.211544487
P0DPB6;P0DPB5	POLR1D	other	proteoscore	-0.509326	P0DPB6;P0DPB5	proteoscore	-0.41534	0.211543461
Q00403	GTF2B	other	proteoscore	-0.470945	Q00403	proteoscore	-0.449093	0.211498103
Q9Y266	NUDC	other	proteoscore	-0.315179	Q9Y266	proteoscore	-0.670381	0.211290013
Q14978	NOLC1	other	proteoscore	-0.626364	Q14978	proteoscore	-0.336526	0.210787771
P13804	ETFA	other	proteoscore	0.489058	P13804	proteoscore	0.427157	0.208904548
Q9UHA4	LAMTOR3	other	proteoscore	0.346261	Q9UHA4	proteoscore	0.600441	0.207909301
Q9UN86	G3BP2	other	proteoscore	-0.37636	Q9UN86	proteoscore	-0.546467	0.20566832
P23634	ATP2B4	other	proteoscore	0.378781	P23634	proteoscore	0.540556	0.204752342
P33316	DUT	other	proteoscore	-0.368155	P33316	proteoscore	-0.547311	0.201495281
Q9NP61	ARFGAP3	other	proteoscore	-0.342885	Q9NP61	proteoscore	-0.584636	0.200462915
P12235	SLC25A4	other	proteoscore	0.429196	P12235	proteoscore	0.461931	0.198258937
Q8IWI9	MGA	tf	proteoscore	-0.522209	Q8IWI9	proteoscore	-0.379652	0.198257691
Q9Y3D6	FIS1	other	proteoscore	0.434729	Q9Y3D6	proteoscore	0.454098	0.197409569
O00571	DDX3X	other	proteoscore	-0.602596	O00571	proteoscore	-0.325279	0.196011824
P36776	LONP1	other	proteoscore	0.508221	P36776	proteoscore	0.385031	0.19568084
P10515	DLAT	other	proteoscore	0.453788	P10515	proteoscore	0.426798	0.193675811
Q9NRL3	STRN4	other	proteoscore	-0.542552	Q9NRL3	proteoscore	-0.356053	0.193177267
Q9BYV8	CEP41	other	proteoscore	-0.494891	Q9BYV8	proteoscore	-0.390315	0.193163381
Q02543	RPL18A	other	proteoscore	-0.323812	Q02543	proteoscore	-0.59634	0.193102048
Q9Y5K6	CD2AP	other	proteoscore	-0.366139	Q9Y5K6	proteoscore	-0.527383	0.193095484
P35611	ADD1	other	proteoscore	0.567554	P35611	proteoscore	0.340034	0.192987657
Q9NP81	SARS2	other	proteoscore	0.499826	Q9NP81	proteoscore	0.38375	0.191808227
P00367	GLUD1	other	proteoscore	0.304271	P00367	proteoscore	0.617999	0.188039174
P49207	RPL34	other	proteoscore	-0.493234	P49207	proteoscore	-0.380754	0.187800818
Q9UIG0	BAZ1B	kin	proteoscore	-0.380518	Q9UIG0	proteoscore	-0.49076	0.186743014
P41091	EIF2S3	other	proteoscore	-0.493447	P41091	proteoscore	-0.37706	0.186059126
P31040	SDHA	other	proteoscore	0.340016	P31040	proteoscore	0.546227	0.18572592
O95819	MAP4K4	kin	proteoscore	-0.341546	O95819	proteoscore	-0.531405	0.181499252
P29084	GTF2E2	other	proteoscore	-0.555572	P29084	proteoscore	-0.325399	0.180782573
P55795	HNRNPH2	other	proteoscore	0.503898	P55795	proteoscore	0.356806	0.17979383
P16615	ATP2A2	other	proteoscore	-0.35544	P16615	proteoscore	-0.502681	0.178672935
Q9BPX3	NCAPG	other	proteoscore	-0.368248	Q9BPX3	proteoscore	-0.482535	0.177692549
P04179	SOD2	other	proteoscore	0.378796	P04179	proteoscore	0.467054	0.176918187
Q99856	ARID3A	tf	proteoscore	0.434772	Q99856	proteoscore	0.40594	0.176491346
Q86U70	LDB1	tf	proteoscore	0.270271	Q86U70	proteoscore	0.642967	0.173775334
O95433	AHSA1	other	proteoscore	-0.427895	O95433	proteoscore	-0.405555	0.173534957
O60841	EIF5B	other	proteoscore	-0.369661	O60841	proteoscore	-0.468683	0.173253826
Q9BY43	CHMP4A	other	proteoscore	-0.333055	Q9BY43	proteoscore	-0.519403	0.172989766
P51531	SMARCA2	tf	proteoscore	0.332709	P51531	proteoscore	0.518904	0.172644031
O60610	DIAPH1	other	proteoscore	-0.292867	O60610	proteoscore	-0.579683	0.169770021
P30048	PRDX3	other	proteoscore	0.392717	P30048	proteoscore	0.431488	0.169452673
P49748	ACADVL	other	proteoscore	0.433615	P49748	proteoscore	0.389379	0.168840575
Q02878	RPL6	other	proteoscore	-0.297834	Q02878	proteoscore	-0.566139	0.168615443
Q9Y295	DRG1	other	proteoscore	-0.241425	Q9Y295	proteoscore	-0.696665	0.168192348
P38117	ETFB	other	proteoscore	0.556656	P38117	proteoscore	0.301898	0.168053333
Q7Z4H7	HAUS6	other	proteoscore	-0.359287	Q7Z4H7	proteoscore	-0.467349	0.16791242
P62241	RPS8	other	proteoscore	-0.438582	P62241	proteoscore	-0.38254	0.167775158
Q9H4A6	GOLPH3	other	proteoscore	-0.535672	Q9H4A6	proteoscore	-0.309524	0.16580334
P46734	MAP2K3	kin	proteoscore	0.593626	P46734	proteoscore	0.277774	0.164893869
P62906	RPL10A	other	proteoscore	-0.348953	P62906	proteoscore	-0.470951	0.164339764
O75306	NDUFS2	other	proteoscore	0.324537	O75306	proteoscore	0.498372	0.161740154
Q8IVS2	MCAT	other	proteoscore	0.509218	Q8IVS2	proteoscore	0.317131	0.161488814
Q92820	GGH	other	proteoscore	0.506119	Q92820	proteoscore	0.318151	0.161022266
P62269	RPS18	other	proteoscore	-0.355336	P62269	proteoscore	-0.450079	0.159929272
P62910	RPL32	other	proteoscore	-0.415183	P62910	proteoscore	-0.384165	0.159498777
O94855	SEC24D	other	proteoscore	-0.335642	O94855	proteoscore	-0.47079	0.158016897
Q6R327	RICTOR	other	proteoscore	-0.291842	Q6R327	proteoscore	-0.538233	0.157078995
Q9BXJ9	NAA15	other	proteoscore	-0.414261	Q9BXJ9	proteoscore	-0.371525	0.153908318
Q9NZC9	SMARCAL1	other	proteoscore	0.473379	Q9NZC9	proteoscore	0.323606	0.153188285
P46100	ATRX	other	proteoscore	0.466459	P46100	proteoscore	0.326353	0.152230294
Q9BYD1	MRPL13	other	proteoscore	0.411465	Q9BYD1	proteoscore	0.368082	0.15145286
O00330	PDHX	other	proteoscore	0.453231	O00330	proteoscore	0.333662	0.151225962
Q7Z434	MAVS	other	proteoscore	0.434647	Q7Z434	proteoscore	0.343493	0.149298202
Q9ULG1	INO80	other	proteoscore	0.487493	Q9ULG1	proteoscore	0.305914	0.149130934
Q02218	OGDH	other	proteoscore	0.271304	Q02218	proteoscore	0.546737	0.148331935
Q16656	NRF1	tf	proteoscore	0.495533	Q16656	proteoscore	0.296866	0.1471069
Q6PI48	DARS2	other	proteoscore	0.433222	Q6PI48	proteoscore	0.33892	0.1468276
Q15021	NCAPD2	other	proteoscore	-0.272741	Q15021	proteoscore	-0.530482	0.144684191
Q14694	USP10	other	proteoscore	-0.521836	Q14694	proteoscore	-0.27693	0.144512043
Q9NU22	MDN1	other	proteoscore	-0.640413	Q9NU22	proteoscore	-0.224143	0.143544091
P62847	RPS24	other	proteoscore	-0.459126	P62847	proteoscore	-0.312233	0.143354288
P21912	SDHB	other	proteoscore	0.430349	P21912	proteoscore	0.332552	0.143113421
Q9P289	STK26	kin	proteoscore	-0.275579	Q9P289	proteoscore	-0.519189	0.143077585
P48556	PSMD8	other	proteoscore	-0.274401	P48556	proteoscore	-0.520927	0.14294289
P83731	RPL24	other	proteoscore	-0.417879	P83731	proteoscore	-0.339624	0.141921737
Q96TC7	RMDN3	other	proteoscore	0.304476	Q96TC7	proteoscore	0.465039	0.141593215
O75431	MTX2	other	proteoscore	0.310924	O75431	proteoscore	0.451786	0.14047111
P39023	RPL3	other	proteoscore	-0.345839	P39023	proteoscore	-0.401433	0.138831187
Q8TEM1	NUP210	other	proteoscore	0.283289	Q8TEM1	proteoscore	0.48187	0.13650847
Q9H1Y0	ATG5	other	proteoscore	-0.535006	Q9H1Y0	proteoscore	-0.255057	0.136457025
O75746	SLC25A12	other	proteoscore	0.283226	O75746	proteoscore	0.474809	0.134478254
P25774	CTSS	other	proteoscore	0.336552	P25774	proteoscore	0.396547	0.133458686
P49760	CLK2	kin	VIPER	-0.408941796	P49760	proteoscore	-0.324209	0.132582611
P09668	CTSH	other	proteoscore	0.411401	P09668	proteoscore	0.318586	0.131066599
Q15031	LARS2	other	proteoscore	0.301476	Q15031	proteoscore	0.434446	0.130975042
P14923	JUP	tf	proteoscore	-0.331212	P14923	proteoscore	-0.395227	0.130903925
Q9BUI4	POLR3C	other	proteoscore	-0.425058	Q9BUI4	proteoscore	-0.305875	0.130014616
Q9UHN1	POLG2	other	proteoscore	0.250519	Q9UHN1	proteoscore	0.51736	0.12960851
O75390	CS	other	proteoscore	0.332349	O75390	proteoscore	0.387544	0.128799861
O00170	AIP	tf	proteoscore	-0.263385	O00170	proteoscore	-0.488865	0.128759708
Q9Y2V2	CARHSP1	other	proteoscore	0.345041	Q9Y2V2	proteoscore	0.372786	0.128626454
P17987	TCP1	other	proteoscore	-0.303153	P17987	proteoscore	-0.414817	0.125753018
P62487	POLR2G	other	proteoscore	-0.325394	P62487	proteoscore	-0.384042	0.124964963
Q9H981	ACTR8	other	proteoscore	-0.422791	Q9H981	proteoscore	-0.290342	0.122753985
O95239	KIF4A	other	proteoscore	-0.258981	O95239	proteoscore	-0.473695	0.122678005
P46782	RPS5	other	proteoscore	-0.558392	P46782	proteoscore	-0.218858	0.122208556
Q13422	IKZF1	tf	proteoscore	-0.475716	Q13422	proteoscore	-0.255559	0.121573505
Q9H4L7	SMARCAD1	other	proteoscore	-0.379898	Q9H4L7	proteoscore	-0.320016	0.121573438
P24534	EEF1B2	other	proteoscore	-0.343808	P24534	proteoscore	-0.35302	0.1213711
Q9UPY3	DICER1	other	proteoscore	-0.434705	Q9UPY3	proteoscore	-0.275974	0.119967278
Q01469	FABP5	other	proteoscore	-0.561226	Q01469	proteoscore	-0.211604	0.118757667
P51114	FXR1	other	proteoscore	-0.318288	P51114	proteoscore	-0.371659	0.1182946
P19388	POLR2E	other	proteoscore	-0.312246	P19388	proteoscore	-0.37878	0.11827254
P61353	RPL27	other	proteoscore	-0.313832	P61353	proteoscore	-0.376072	0.118023428
Q07020	RPL18	other	proteoscore	-0.326026	Q07020	proteoscore	-0.361529	0.117867854
P55060	CSE1L	other	proteoscore	-0.248982	P55060	proteoscore	-0.473052	0.117781433
P62829	RPL23	other	proteoscore	-0.275494	P62829	proteoscore	-0.426199	0.117415267
O15027	SEC16A	other	proteoscore	-0.288414	O15027	proteoscore	-0.405853	0.117053687
P61221	ABCE1	other	proteoscore	-0.388548	P61221	proteoscore	-0.300256	0.116663868
P32119	PRDX2	other	proteoscore	0.272307	P32119	proteoscore	0.428085	0.116570542
P57740	NUP107	other	proteoscore	-0.401881	P57740	proteoscore	-0.288586	0.11597723
Q16543	CDC37	other	proteoscore	-0.283495	Q16543	proteoscore	-0.405342	0.11491243
O43683	BUB1	kin	VIPER	-0.062922034	O43683	proteoscore	-1.80614	0.113646003
P30154	PPP2R1B	other	proteoscore	-0.364226	P30154	proteoscore	-0.311595	0.113491
Q8IX12	CCAR1	tf	proteoscore	0.332252	Q8IX12	proteoscore	0.339864	0.112920494
Q8IXI1	RHOT2	other	proteoscore	0.299301	Q8IXI1	proteoscore	0.371072	0.111062221
Q9Y613	FHOD1	other	proteoscore	-0.249361	Q9Y613	proteoscore	-0.444922	0.110946195
P61247	RPS3A	other	proteoscore	-0.289405	P61247	proteoscore	-0.383338	0.110939934
Q9H6T3	RPAP3	other	proteoscore	-0.358331	Q9H6T3	proteoscore	-0.309477	0.110895203
Q02790	FKBP4	other	proteoscore	-0.369676	Q02790	proteoscore	-0.299367	0.110668795
P05198	EIF2S1	other	proteoscore	-0.282583	P05198	proteoscore	-0.391162	0.110535731
P29692	EEF1D	other	proteoscore	-0.345129	P29692	proteoscore	-0.317877	0.109708571
O00232	PSMD12	other	proteoscore	-0.26524	O00232	proteoscore	-0.413383	0.109645707
O75152	ZC3H11A	other	proteoscore	-0.312553	O75152	proteoscore	-0.340482	0.106418671
Q9Y3E5	PTRH2	other	proteoscore	-0.316978	Q9Y3E5	proteoscore	-0.335282	0.106277018
Q02880;Q02880	TOP2B	other	proteoscore	0.268561	Q02880;Q02880	proteoscore	0.39398	0.105807663
O75717	WDHD1	other	proteoscore	-0.328223	O75717	proteoscore	-0.321638	0.105568989
Q9UKN8	GTF3C4	other	proteoscore	-0.327497	Q9UKN8	proteoscore	-0.313605	0.102704697
O60488	ACSL4	other	proteoscore	-0.376703	O60488	proteoscore	-0.270434	0.101873299
P40926	MDH2	other	proteoscore	0.359542	P40926	proteoscore	0.281341	0.101153906
P62701	RPS4X	other	proteoscore	-0.335724	P62701	proteoscore	-0.300857	0.101004915
